timeline,survival_prob,segment
0.0,1.0,Low Review Score
5.0,1.0,Low Review Score
6.0,1.0,Low Review Score
7.0,1.0,Low Review Score
9.0,1.0,Low Review Score
10.0,1.0,Low Review Score
11.0,1.0,Low Review Score
12.0,1.0,Low Review Score
13.0,1.0,Low Review Score
14.0,1.0,Low Review Score
15.0,1.0,Low Review Score
16.0,1.0,Low Review Score
17.0,1.0,Low Review Score
19.0,1.0,Low Review Score
20.0,1.0,Low Review Score
21.0,1.0,Low Review Score
22.0,1.0,Low Review Score
23.0,1.0,Low Review Score
24.0,1.0,Low Review Score
25.0,1.0,Low Review Score
26.0,1.0,Low Review Score
27.0,1.0,Low Review Score
28.0,1.0,Low Review Score
29.0,1.0,Low Review Score
30.0,1.0,Low Review Score
32.0,1.0,Low Review Score
33.0,1.0,Low Review Score
34.0,1.0,Low Review Score
35.0,1.0,Low Review Score
36.0,1.0,Low Review Score
37.0,1.0,Low Review Score
38.0,1.0,Low Review Score
40.0,1.0,Low Review Score
41.0,1.0,Low Review Score
42.0,1.0,Low Review Score
43.0,1.0,Low Review Score
44.0,1.0,Low Review Score
46.0,1.0,Low Review Score
47.0,1.0,Low Review Score
48.0,1.0,Low Review Score
49.0,1.0,Low Review Score
51.0,1.0,Low Review Score
53.0,1.0,Low Review Score
54.0,1.0,Low Review Score
55.0,1.0,Low Review Score
56.0,1.0,Low Review Score
57.0,1.0,Low Review Score
58.0,1.0,Low Review Score
59.0,1.0,Low Review Score
60.0,1.0,Low Review Score
61.0,1.0,Low Review Score
62.0,1.0,Low Review Score
63.0,1.0,Low Review Score
64.0,1.0,Low Review Score
65.0,1.0,Low Review Score
66.0,1.0,Low Review Score
67.0,1.0,Low Review Score
68.0,1.0,Low Review Score
69.0,1.0,Low Review Score
70.0,1.0,Low Review Score
71.0,1.0,Low Review Score
72.0,1.0,Low Review Score
73.0,1.0,Low Review Score
74.0,1.0,Low Review Score
75.0,1.0,Low Review Score
76.0,1.0,Low Review Score
77.0,1.0,Low Review Score
78.0,1.0,Low Review Score
79.0,1.0,Low Review Score
80.0,1.0,Low Review Score
81.0,1.0,Low Review Score
82.0,1.0,Low Review Score
83.0,1.0,Low Review Score
84.0,1.0,Low Review Score
85.0,1.0,Low Review Score
86.0,1.0,Low Review Score
87.0,1.0,Low Review Score
88.0,1.0,Low Review Score
89.0,1.0,Low Review Score
90.0,1.0,Low Review Score
92.0,1.0,Low Review Score
93.0,1.0,Low Review Score
96.0,1.0,Low Review Score
97.0,1.0,Low Review Score
98.0,1.0,Low Review Score
99.0,1.0,Low Review Score
100.0,1.0,Low Review Score
101.0,1.0,Low Review Score
102.0,1.0,Low Review Score
104.0,1.0,Low Review Score
105.0,1.0,Low Review Score
106.0,1.0,Low Review Score
107.0,1.0,Low Review Score
108.0,1.0,Low Review Score
109.0,1.0,Low Review Score
110.0,1.0,Low Review Score
111.0,1.0,Low Review Score
112.0,1.0,Low Review Score
113.0,1.0,Low Review Score
114.0,1.0,Low Review Score
115.0,1.0,Low Review Score
116.0,1.0,Low Review Score
117.0,1.0,Low Review Score
118.0,1.0,Low Review Score
119.0,1.0,Low Review Score
120.0,1.0,Low Review Score
121.0,1.0,Low Review Score
122.0,1.0,Low Review Score
123.0,1.0,Low Review Score
124.0,1.0,Low Review Score
125.0,1.0,Low Review Score
126.0,1.0,Low Review Score
127.0,1.0,Low Review Score
128.0,1.0,Low Review Score
130.0,1.0,Low Review Score
131.0,1.0,Low Review Score
132.0,1.0,Low Review Score
133.0,1.0,Low Review Score
134.0,1.0,Low Review Score
135.0,1.0,Low Review Score
136.0,1.0,Low Review Score
137.0,1.0,Low Review Score
138.0,1.0,Low Review Score
139.0,1.0,Low Review Score
140.0,1.0,Low Review Score
141.0,1.0,Low Review Score
142.0,1.0,Low Review Score
143.0,1.0,Low Review Score
144.0,1.0,Low Review Score
145.0,1.0,Low Review Score
146.0,1.0,Low Review Score
147.0,1.0,Low Review Score
148.0,1.0,Low Review Score
149.0,1.0,Low Review Score
150.0,1.0,Low Review Score
151.0,1.0,Low Review Score
152.0,1.0,Low Review Score
154.0,1.0,Low Review Score
155.0,1.0,Low Review Score
157.0,1.0,Low Review Score
158.0,1.0,Low Review Score
159.0,1.0,Low Review Score
160.0,1.0,Low Review Score
161.0,1.0,Low Review Score
162.0,1.0,Low Review Score
163.0,1.0,Low Review Score
164.0,1.0,Low Review Score
165.0,1.0,Low Review Score
166.0,1.0,Low Review Score
167.0,1.0,Low Review Score
168.0,1.0,Low Review Score
169.0,1.0,Low Review Score
171.0,1.0,Low Review Score
172.0,1.0,Low Review Score
174.0,1.0,Low Review Score
175.0,1.0,Low Review Score
176.0,1.0,Low Review Score
177.0,1.0,Low Review Score
180.0,1.0,Low Review Score
181.0,1.0,Low Review Score
182.0,1.0,Low Review Score
183.0,1.0,Low Review Score
184.0,0.9990817263544534,Low Review Score
185.0,0.9990817263544534,Low Review Score
186.0,0.9990817263544534,Low Review Score
187.0,0.9981575064410826,Low Review Score
188.0,0.9981575064410826,Low Review Score
189.0,0.9972315718339948,Low Review Score
190.0,0.9963021854669547,Low Review Score
191.0,0.9963021854669547,Low Review Score
192.0,0.9963021854669547,Low Review Score
193.0,0.9963021854669547,Low Review Score
194.0,0.9944311954472987,Low Review Score
195.0,0.9934957004374708,Low Review Score
196.0,0.9925584403427186,Low Review Score
199.0,0.9925584403427186,Low Review Score
200.0,0.9916176266551899,Low Review Score
201.0,0.9916176266551899,Low Review Score
203.0,0.9906741274861551,Low Review Score
204.0,0.9906741274861551,Low Review Score
205.0,0.9906741274861551,Low Review Score
206.0,0.9897270202897053,Low Review Score
207.0,0.9897270202897053,Low Review Score
208.0,0.9897270202897053,Low Review Score
209.0,0.9887753596932728,Low Review Score
210.0,0.9868702048576402,Low Review Score
211.0,0.9859167070751692,Low Review Score
212.0,0.984009711510227,Low Review Score
213.0,0.9830543622757506,Low Review Score
214.0,0.9830543622757506,Low Review Score
215.0,0.9820962196224609,Low Review Score
216.0,0.9811343232271402,Low Review Score
217.0,0.9811343232271402,Low Review Score
218.0,0.9811343232271402,Low Review Score
219.0,0.9811343232271402,Low Review Score
220.0,0.9801676884259316,Low Review Score
221.0,0.9801676884259316,Low Review Score
222.0,0.9791962635612882,Low Review Score
223.0,0.9782229074344877,Low Review Score
224.0,0.9772466370677866,Low Review Score
225.0,0.9772466370677866,Low Review Score
227.0,0.9762693904307194,Low Review Score
229.0,0.9752911645886041,Low Review Score
230.0,0.9743089982597126,Low Review Score
231.0,0.9743089982597126,Low Review Score
232.0,0.9743089982597126,Low Review Score
233.0,0.9743089982597126,Low Review Score
234.0,0.9743089982597126,Low Review Score
235.0,0.9733137898855969,Low Review Score
236.0,0.9713213358633137,Low Review Score
237.0,0.9703240860318318,Low Review Score
238.0,0.9703240860318318,Low Review Score
239.0,0.9683234178132089,Low Review Score
240.0,0.967322049232223,Low Review Score
242.0,0.967322049232223,Low Review Score
243.0,0.967322049232223,Low Review Score
244.0,0.967322049232223,Low Review Score
245.0,0.967322049232223,Low Review Score
246.0,0.966315470616997,Low Review Score
249.0,0.966315470616997,Low Review Score
250.0,0.965306790585038,Low Review Score
252.0,0.9642981105530782,Low Review Score
254.0,0.9642981105530782,Low Review Score
255.0,0.963286255242949,Low Review Score
256.0,0.963286255242949,Low Review Score
258.0,0.963286255242949,Low Review Score
259.0,0.9622712012332088,Low Review Score
260.0,0.9602410932137295,Low Review Score
261.0,0.959224965072762,Low Review Score
262.0,0.9582077593833952,Low Review Score
263.0,0.9571905536940282,Low Review Score
264.0,0.9571905536940282,Low Review Score
265.0,0.9571905536940282,Low Review Score
266.0,0.9561700946815611,Low Review Score
267.0,0.9561700946815611,Low Review Score
268.0,0.9551463579634866,Low Review Score
270.0,0.9551463579634866,Low Review Score
271.0,0.9541204220258239,Low Review Score
272.0,0.9541204220258239,Low Review Score
273.0,0.9541204220258239,Low Review Score
274.0,0.9520552263071536,Low Review Score
275.0,0.9448113278461202,Low Review Score
276.0,0.942734819433272,Low Review Score
277.0,0.9406583110204233,Low Review Score
278.0,0.9323061839525393,Low Review Score
279.0,0.9323061839525393,Low Review Score
280.0,0.930199277322138,Low Review Score
281.0,0.9291458240069378,Low Review Score
282.0,0.9270244865092047,Low Review Score
283.0,0.9259589411224124,Low Review Score
284.0,0.9259589411224124,Low Review Score
285.0,0.9248897044698458,Low Review Score
286.0,0.9216782818848812,Low Review Score
287.0,0.9206040647731273,Low Review Score
288.0,0.9152204152715308,Low Review Score
289.0,0.9141360308932466,Low Review Score
290.0,0.9141360308932466,Low Review Score
291.0,0.9141360308932466,Low Review Score
292.0,0.9130464766251976,Low Review Score
293.0,0.9108569167292138,Low Review Score
294.0,0.9108569167292138,Low Review Score
295.0,0.9108569167292138,Low Review Score
296.0,0.9086541188652979,Low Review Score
297.0,0.9086541188652979,Low Review Score
298.0,0.9086541188652979,Low Review Score
299.0,0.9086541188652979,Low Review Score
300.0,0.9086541188652979,Low Review Score
302.0,0.9086541188652979,Low Review Score
303.0,0.9086541188652979,Low Review Score
304.0,0.907528153414411,Low Review Score
305.0,0.9052734250829464,Low Review Score
306.0,0.9041418333015928,Low Review Score
307.0,0.9018758136692576,Low Review Score
308.0,0.9018758136692576,Low Review Score
309.0,0.9018758136692576,Low Review Score
310.0,0.8984639253451626,Low Review Score
311.0,0.8984639253451626,Low Review Score
312.0,0.8984639253451626,Low Review Score
313.0,0.8973222939279516,Low Review Score
314.0,0.8973222939279516,Low Review Score
315.0,0.8973222939279516,Low Review Score
316.0,0.8950155528124561,Low Review Score
317.0,0.8950155528124561,Low Review Score
318.0,0.8938577060429702,Low Review Score
319.0,0.892695342315996,Low Review Score
321.0,0.8903706148620478,Low Review Score
322.0,0.8903706148620478,Low Review Score
323.0,0.8880306132461162,Low Review Score
324.0,0.8868528538121025,Low Review Score
325.0,0.8856703833403529,Low Review Score
326.0,0.8844847469503386,Low Review Score
327.0,0.8844847469503386,Low Review Score
328.0,0.8832894972922976,Low Review Score
329.0,0.8832894972922976,Low Review Score
330.0,0.8832894972922976,Low Review Score
331.0,0.8832894972922976,Low Review Score
332.0,0.8832894972922976,Low Review Score
334.0,0.8832894972922976,Low Review Score
335.0,0.8832894972922976,Low Review Score
336.0,0.8820745186165171,Low Review Score
337.0,0.8796344784543692,Low Review Score
338.0,0.8796344784543692,Low Review Score
339.0,0.8784093607963547,Low Review Score
341.0,0.8784093607963547,Low Review Score
342.0,0.8771808162358004,Low Review Score
344.0,0.8747202809868918,Low Review Score
345.0,0.8747202809868918,Low Review Score
346.0,0.871019066821926,Low Review Score
347.0,0.871019066821926,Low Review Score
348.0,0.8685304409167207,Low Review Score
349.0,0.8672789561315379,Low Review Score
350.0,0.8660220301081594,Low Review Score
351.0,0.8647632771574206,Low Review Score
352.0,0.8609759927319137,Low Review Score
353.0,0.8609759927319137,Low Review Score
354.0,0.8597079868516012,Low Review Score
355.0,0.8571719750909774,Low Review Score
356.0,0.8571719750909774,Low Review Score
357.0,0.8546284380729033,Low Review Score
358.0,0.8520811103886325,Low Review Score
359.0,0.8520811103886325,Low Review Score
360.0,0.8495146010199924,Low Review Score
361.0,0.8482313463356718,Low Review Score
362.0,0.8469480916513518,Low Review Score
363.0,0.8430866261878954,Low Review Score
364.0,0.8417955287511607,Low Review Score
365.0,0.8417955287511607,Low Review Score
366.0,0.8417955287511607,Low Review Score
367.0,0.8417955287511607,Low Review Score
369.0,0.8417955287511607,Low Review Score
370.0,0.8417955287511607,Low Review Score
371.0,0.8417955287511607,Low Review Score
372.0,0.8417955287511607,Low Review Score
373.0,0.8404843207624516,Low Review Score
374.0,0.8391669472189368,Low Review Score
375.0,0.8391669472189368,Low Review Score
376.0,0.8365239017158846,Low Review Score
377.0,0.8351981903027061,Low Review Score
378.0,0.8338703712402212,Low Review Score
379.0,0.8338703712402212,Low Review Score
381.0,0.8338703712402212,Low Review Score
382.0,0.8338703712402212,Low Review Score
383.0,0.8311847983859855,Low Review Score
384.0,0.8311847983859855,Low Review Score
385.0,0.8298376593286333,Low Review Score
386.0,0.8298376593286333,Low Review Score
387.0,0.8284861321961766,Low Review Score
390.0,0.8257697842217628,Low Review Score
391.0,0.8244093727156311,Low Review Score
392.0,0.8230421929930508,Low Review Score
393.0,0.8189406538253116,Low Review Score
394.0,0.8189406538253116,Low Review Score
396.0,0.8189406538253116,Low Review Score
397.0,0.816187912131781,Low Review Score
398.0,0.813430520536741,Low Review Score
399.0,0.813430520536741,Low Review Score
400.0,0.813430520536741,Low Review Score
401.0,0.813430520536741,Low Review Score
403.0,0.813430520536741,Low Review Score
404.0,0.8120232012970581,Low Review Score
405.0,0.8106158820573752,Low Review Score
406.0,0.8092061153059712,Low Review Score
407.0,0.8077889417239993,Low Review Score
408.0,0.806366778094203,Low Review Score
409.0,0.8049319617630744,Low Review Score
410.0,0.8049319617630744,Low Review Score
411.0,0.8034920119209221,Low Review Score
412.0,0.8006017528852355,Low Review Score
413.0,0.7991566233673921,Low Review Score
414.0,0.7977062483703545,Low Review Score
415.0,0.7977062483703545,Low Review Score
416.0,0.7977062483703545,Low Review Score
417.0,0.7977062483703545,Low Review Score
418.0,0.7977062483703545,Low Review Score
419.0,0.7962290145770762,Low Review Score
420.0,0.7917890758340811,Low Review Score
421.0,0.7917890758340811,Low Review Score
423.0,0.7917890758340811,Low Review Score
424.0,0.7902951341815639,Low Review Score
425.0,0.788798363094099,Low Review Score
426.0,0.788798363094099,Low Review Score
427.0,0.788798363094099,Low Review Score
428.0,0.7872930227065152,Low Review Score
429.0,0.7857847985250849,Low Review Score
433.0,0.7857847985250849,Low Review Score
436.0,0.7827508803840616,Low Review Score
438.0,0.7812339213135501,Low Review Score
439.0,0.778188175031626,Low Review Score
440.0,0.7766653018906637,Low Review Score
441.0,0.7751424287497016,Low Review Score
443.0,0.7736135482196232,Low Review Score
446.0,0.7720816402033466,Low Review Score
447.0,0.7690178241707932,Low Review Score
448.0,0.7674828584538854,Low Review Score
449.0,0.7643943962468274,Low Review Score
450.0,0.7643943962468274,Low Review Score
451.0,0.7628407490999842,Low Review Score
453.0,0.761287101953141,Low Review Score
454.0,0.7597302776137685,Low Review Score
455.0,0.7581734532743957,Low Review Score
456.0,0.7566134255927613,Low Review Score
457.0,0.755053397911127,Low Review Score
459.0,0.7534933702294918,Low Review Score
461.0,0.7503668417223156,Low Review Score
462.0,0.7456574263976983,Low Review Score
464.0,0.7440876212894928,Low Review Score
465.0,0.7425178161812865,Low Review Score
466.0,0.7425178161812865,Low Review Score
467.0,0.7425178161812865,Low Review Score
468.0,0.7409346225433738,Low Review Score
469.0,0.7409346225433738,Low Review Score
470.0,0.7393446340829802,Low Review Score
471.0,0.7345643886039954,Low Review Score
472.0,0.732970973444334,Low Review Score
474.0,0.73137408679195,Low Review Score
475.0,0.7281663057095292,Low Review Score
477.0,0.7265624151683188,Low Review Score
478.0,0.7249478320235003,Low Review Score
479.0,0.7249478320235003,Low Review Score
480.0,0.7216969448843814,Low Review Score
481.0,0.7184460577452624,Low Review Score
482.0,0.7168169283626198,Low Review Score
484.0,0.7151877989799779,Low Review Score
485.0,0.7151877989799779,Low Review Score
486.0,0.7135474599914917,Low Review Score
487.0,0.7119033414200825,Low Review Score
489.0,0.7102515935281566,Low Review Score
490.0,0.7036292010477079,Low Review Score
491.0,0.7019538934261655,Low Review Score
493.0,0.7002705507560788,Low Review Score
494.0,0.6952083540036257,Low Review Score
495.0,0.6935168494926685,Low Review Score
496.0,0.6918253449817108,Low Review Score
497.0,0.6901255284092744,Low Review Score
498.0,0.6884172969033103,Low Review Score
499.0,0.6884172969033103,Low Review Score
500.0,0.6867048160652424,Low Review Score
502.0,0.6849837513633243,Low Review Score
503.0,0.6815416219594885,Low Review Score
504.0,0.6815416219594885,Low Review Score
505.0,0.6798029953728575,Low Review Score
507.0,0.678059910769337,Low Review Score
508.0,0.678059910769337,Low Review Score
509.0,0.6745557251839659,Low Review Score
510.0,0.6745557251839659,Low Review Score
511.0,0.6675291030466329,Low Review Score
512.0,0.6657678125372753,Low Review Score
513.0,0.6657678125372753,Low Review Score
515.0,0.660441670036977,Low Review Score
516.0,0.6586662892035444,Low Review Score
517.0,0.655115527536679,Low Review Score
518.0,0.6533353222988076,Low Review Score
519.0,0.6497455677806826,Low Review Score
520.0,0.6479457185624539,Low Review Score
521.0,0.6461458693442246,Low Review Score
522.0,0.6407463216895377,Low Review Score
524.0,0.6371466232530795,Low Review Score
525.0,0.629906320716113,Low Review Score
526.0,0.6244288744490158,Low Review Score
527.0,0.6244288744490158,Low Review Score
529.0,0.6244288744490158,Low Review Score
530.0,0.6244288744490158,Low Review Score
531.0,0.6225704551798222,Low Review Score
532.0,0.6207064717810801,Low Review Score
533.0,0.6150807333661461,Low Review Score
534.0,0.6094204812186047,Low Review Score
536.0,0.607521975046584,Low Review Score
537.0,0.603724962702543,Low Review Score
538.0,0.5999039186348052,Low Review Score
539.0,0.5999039186348052,Low Review Score
540.0,0.5999039186348052,Low Review Score
541.0,0.5959957497837645,Low Review Score
542.0,0.5959957497837645,Low Review Score
543.0,0.5940222539235531,Low Review Score
544.0,0.5920288906553532,Low Review Score
545.0,0.5920288906553532,Low Review Score
546.0,0.5920288906553532,Low Review Score
547.0,0.5880014832359292,Low Review Score
548.0,0.5880014832359292,Low Review Score
549.0,0.5859526975800545,Low Review Score
550.0,0.5838967232025807,Low Review Score
551.0,0.5818407488251067,Low Review Score
552.0,0.5818407488251067,Low Review Score
553.0,0.5776995335309779,Low Review Score
554.0,0.5776995335309779,Low Review Score
555.0,0.571327847499386,Low Review Score
556.0,0.571327847499386,Low Review Score
557.0,0.5691799984486363,Low Review Score
558.0,0.5627364512963875,Low Review Score
559.0,0.5605553022603552,Low Review Score
560.0,0.5561240350488106,Low Review Score
561.0,0.5561240350488106,Low Review Score
562.0,0.5538541410282032,Low Review Score
563.0,0.5424108736515874,Low Review Score
564.0,0.5378141713325061,Low Review Score
565.0,0.5286207666943435,Low Review Score
566.0,0.5193872161843984,Low Review Score
567.0,0.5170685232550041,Low Review Score
568.0,0.5075810274154626,Low Review Score
569.0,0.4978665579912434,Low Review Score
570.0,0.4880563795086574,Low Review Score
571.0,0.48307621237081416,Low Review Score
572.0,0.47285237718836276,Low Review Score
573.0,0.47028252731233916,Low Review Score
574.0,0.45977342055675635,Low Review Score
575.0,0.45977342055675635,Low Review Score
576.0,0.4487608835374327,Low Review Score
577.0,0.443220625715983,Low Review Score
578.0,0.4347514417851046,Low Review Score
579.0,0.4175902006620083,Low Review Score
580.0,0.3996934777764938,Low Review Score
581.0,0.3901769664008628,Low Review Score
582.0,0.38692549168085577,Low Review Score
583.0,0.38692549168085577,Low Review Score
584.0,0.3801963526951018,Low Review Score
585.0,0.3801963526951018,Low Review Score
586.0,0.3801963526951018,Low Review Score
587.0,0.37660959465080834,Low Review Score
588.0,0.37298834854839685,Low Review Score
589.0,0.3692953946023732,Low Review Score
590.0,0.36540807465919034,Low Review Score
591.0,0.36540807465919034,Low Review Score
592.0,0.36540807465919034,Low Review Score
594.0,0.36540807465919034,Low Review Score
597.0,0.36540807465919034,Low Review Score
598.0,0.36125571017442665,Low Review Score
599.0,0.36125571017442665,Low Review Score
600.0,0.36125571017442665,Low Review Score
688.0,0.3526543837417024,Low Review Score
689.0,0.34372642465963404,Low Review Score
690.0,0.33015827631780637,Low Review Score
691.0,0.3014488609858231,Low Review Score
692.0,0.25697279952889834,Low Review Score
693.0,0.1985698905450579,Low Review Score
694.0,0.1179008725111281,Low Review Score
695.0,0.09825072709260677,Low Review Score
713.0,0.0,Low Review Score
